congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
100,House,20,1987-03-05,,,155,230,0.062,-0.254,-0.369,-0.215,-49.176,,,,,"TO AMEND HR 558, URGENT RELIEF FOR THE HOMELESS, TO PROHIBIT THE AUTHORIZATION OF FUNDS IN VIOLATION OF FEDERAL BALANCED BUDGET STATUTES AND ANY OTHER FEDERAL LAW."
100,House,21,1987-03-05,,,125,260,0.158,0.036,-0.321,-0.211,-59.903,,,,,"TO AMEND HR 558, URGENT RELIEF FOR THE HOMELESS, TO DELAY THE EXPENDITURE OF FUNDS FOR SIX MONTHS PENDING A REPORT BY THE INTERAGENCY COMMISSION ON HOMELESSNESS."
100,House,22,1987-03-05,,,184,202,-0.079,0.074,-0.289,-0.277,-73.371,,,,,"TO AMEND HR 558, URGENT RELIEF FOR THE HOMELESS, TO DENY FEDERAL AID TO A SHELTER IN WASHINGTON D.C. UNLESS ITS OPERATOR, THE COMMUNITY FOR CREATIVE NON-VIOLENCE, SUBMITS AN AUDIT AND REGISTERS AS A NON-PROFIT ORGANIZATION."
100,House,23,1987-03-05,,,268,127,0.186,-0.031,0.219,0.077,-88.696,,,,,"TO PASS HR 558, URGENT RELIEF FOR THE HOMELESS, A BILL TO AUTHORIZE $725 MILLION OVER FOUR YEARS IN URGENTLY NEEDED FUNDS FOR THE HOMELESS."
100,House,24,1987-03-10,,,407,0,0.0,0.0,0.0,0.0,0.0,,,,,"TO SUSPEND THE RULES AND PASS HR 242, WISCONSIN LAND CONVEYANCE, A BILL TO AUTHORIZE THE CONVEYANCE OF PORTIONS OF PUBLIC LANDS IN OCONTO AND MARINETTE COUNTIES, WISCONSIN. MOTION PASSED; TWO-THIRDS OF THOSE PRESENT VOTING IN FAVOR."
100,House,25,1987-03-10,,,403,3,0.0,0.0,0.0,0.0,0.0,,,,,"TO SUSPEND THE RULES AND PASS HR 240, SANTA FE TRAIL, A BILL TO DESIGNATE THE SANTA FE TRAIL AS A NATIONAL HISTORIC TRAIL. MOTION PASSED; TWO-THIRDS OF THOSE PRESENT VOTING IN FAVOR."
100,House,26,1987-03-11,,,313,77,0.354,-0.266,0.188,-0.627,-102.615,,,,,"TO APPROVE THE HOUSE JOURNAL OF TUESDAY, MARCH 10."
100,House,27,1987-03-11,,,227,198,-0.062,-0.063,0.319,0.01,-62.185,,,,,"TO ADOPT H RES 116, THE RULE TO PROVIDE FOR HOUSE FLOOR CONSIDERATION OF HJ RES 175, MORATORIUM ON CONTRA AID, A JOINT RESOLUTION TO PLACE A SIX MONTH HOLD ON AID TO THE NICARAGUAN CONTRAS DURING WHICH TIME PRESIDENT REAGAN MUST ACCOUNT FOR PREVIOUSLY PROVIDED FUNDS."
100,House,28,1987-03-11,,,230,197,-0.015,-0.036,0.261,0.366,-91.839,,,,,"TO PASS HJ RES 175, MORATORIUM ON CONTRA AID, A JOINT RESOLUTION TO PLACE A SIX MONTH HOLD ON $40 MILLION IN AID TO THE NICARAGUAN CONTRAS DURING WHICH TIME PRESIDENT REAGAN MUST ACCOUNT FOR PREVIOUSLY PROVIDED FUNDS."
100,House,29,1987-03-17,,,401,2,0.0,0.0,0.0,0.0,0.0,,,,,"TO SUSPEND THE RULES AND PASS HR 1085, G.I. BILL, A BILL TO PERMANENTLY EXTEND EDUCATIONAL BENEFITS OF THE NEW G.I. BILL OF 1984, MOTION PASSED; TWO-THIRDS OF THOSE PRESENT VOTING IN FAVOR."
100,House,30,1987-03-17,,,304,100,0.418,0.096,0.142,-0.25,-150.063,,,,,"TO SUSPEND THE RULES AND PASS HR 1157, FARM DISASTER ASSISTANCE, A BILL TO PROVIDE INCOME SUPPORT PAYMENTS TO WHEAT PRODUCERS STRUCK BY WEATHER DISASTERS IN 1986. MOTION PASSED; TWO-THIRDS OF THOSE PRESENT VOTING IN FAVOR."
100,House,31,1987-03-18,,,25,401,0.55,-0.07,-0.373,0.288,-43.388,,,,,"TO RECOMMIT THE CONFERENCE REPORT ON HR 2, HIGHWAY REAUTHORIZATION, A BILL TO AUTHORIZE $88.6 BILLION IN AID FOR HIGHWAYS AND MASS TRANSIT PROGRAMS THROUGH FISCAL 1991."
100,House,32,1987-03-18,,,407,18,0.636,-0.062,0.281,-0.315,-40.38,,,,,"TO ADOPT THE CONFERENCE REPORT ON HR 2, HIGHWAY REAUTHORIZATION, A BILL TO AUTHORIZE $88.6 BILLION IN AID FOR HIGHWAYS AND MASS TRANSIT PROGRAMS THROUGH FISCAL 1991."
100,House,33,1987-03-18,,,219,208,0.318,-0.885,-0.102,-0.23,-237.927,,,,,"TO ADOPT H CON RES 77, A CONCURRENT RESOLUTION TO MAKE A CORRECTION IN THE ENROLLMENT OF HR 2, HIGHWAY REAUTHORIZATION, TO ALLOW STATES TO RAISE THE MAXIMUM SPEED LIMIT TO 65 MPH."
100,House,34,1987-03-19,,,127,268,0.209,-0.108,-0.218,0.275,-83.184,,,,,"TO RECOMMIT H RES 108, COMMITTEE FUNDING, THE RESOLUTION TO PROVIDE FUNDING FOR 1987 HOUSE COMMITTEES, TO THE HOUSE ADMINISTRATION COMMITTEE WITH INSTRUCTIONS TO REPORT IT BACK TO THE HOUSE AT FUNDING LEVELS NOT EXCEEDING THOSE FOR 1986."
100,House,35,1987-03-19,,,281,118,0.218,-0.225,0.2,-0.228,-94.468,,,,,"TO ADOPT H RES 108, COMMITTEE FUNDING, THE RESOLUTION TO PROVIDE $47.9 MILLION IN 1987 TO COVER EXPENSES FOR 25 HOUSE COMMITTEES."
100,House,36,1987-03-31,,,317,77,0.28,-0.404,0.174,-0.483,-101.372,,,,,"TO APPROVE THE HOUSE JOURNAL OF MONDAY, MARCH 30."
100,House,37,1987-03-31,,,352,76,0.404,-0.088,0.211,-0.172,-106.79,,,,,"TO PASS, OVER PRESIDENT REAGAN'S VETO, HR 2, HIGHWAY REAUTHORIZATION, A BILL TO AUTHORIZE $88 BILLION IN AID FOR HIGHWAYS AND MASS TRANSIT PROGRAMS THROUGH FISCAL 1991. VETO OVERRIDDEN; TWO-THIRDS OF THOSE PRESENT VOTING IN FAVOR."
100,House,38,1987-03-31,,,417,0,0.0,0.0,0.0,0.0,0.0,,,,,"TO SUSPEND THE RULES AND PASS H CON RES 34, SOVIET HUMAN RIGHTS, A CONCURRENT RESOLUTION TO PROTEST HUMAN RIGHTS VIOLATIONS IN THE SOVIET UNION. MOTION PASSED; TWO-THIRDS OF THOSE PRESENT VOTING IN FAVOR."
100,House,39,1987-03-31,,,269,149,0.092,0.155,0.14,0.195,-164.609,,,,,"TO SUSPEND THE RULES AND PASS H RES 121, TREATY OF ROME ANNIVERSARY, THE RESOLUTION TO COMMEND THE EUROPEAN COMMUNITY FOR ITS ROLE IN THE DEVELOPMENT OF CLOSE TIES BETWEEN THE UNITED STATES AND EUROPE ON THE OCCASION OF THE 30TH ANNIVERSARY OF THE SIGNING OF THE TREATY OF ROME. MOTION FAILED; TWO-THIRDS OF THOSE PRESENT NOT VOTING IN FAVOR."
100,House,40,1987-04-01,,,303,110,0.059,-0.775,0.193,-0.392,-107.214,,,,,"TO ADOPT H RES 135, THE RULE TO PROVIDE FOR HOUSE FLOOR CONSIDERATION OF HR 1320, NATIONAL PARK FEE INCREASE, A BILL TO AUTHORIZE INCREASED IN NATIONAL PARK ENTRANCE FEES AND TO RE-AUTHORIZE THE LAND AND WATER CONSERVATION FUND ACT OF 1965 FOR 25 YEARS."
100,House,41,1987-04-01,,,44,375,0.58,0.79,-0.165,-0.026,-119.045,,,,,"TO AMEND HR 1320, NATIONAL PARK FEE INCREASE, TO CHARGE A ONE TIME $10 FEE FOR THE GOLDEN AGE PASSPORT FOR ENTRY TO NATIONAL PARKS."
100,House,42,1987-04-01,,,417,5,0.0,0.0,0.0,0.0,0.0,,,,,"TO PASS HR 1320, NATIONAL PARK FEE INCREASE, A BILL TO AUTHORIZE INCREASES IN CERTAIN NATIONAL PARK ENTRANCE FEES, AND TO RE-AUTHORIZE THE LAND AND WATER CONSERVATION ACT OF 1965 FOR 25 YEARS."
100,House,43,1987-04-08,,,282,92,0.323,-0.2,0.247,-0.643,-92.637,,,,,"TO APPROVE THE HOUSE JOURNAL OF TUESDAY, APRIL 7."
100,House,44,1987-04-08,,,242,175,0.01,-0.069,0.741,-0.882,-9.959,,,,,"TO ORDER THE PREVIOUS QUESTION ON H RES 139, THE RULE TO PROVIDE FOR HOUSE FLOOR CONSIDERATION OF H CON RES 93, FISCAL 1988 BUDGET RESOLUTION, A CONCURRENT RESOLUTION TO SET FISCAL 1988 BUDGET TOTALS."
100,House,45,1987-04-08,,,243,170,0.034,0.045,0.475,-0.63,-16.56,,,,,"TO ADOPT H RES 139, THE RULE TO PROVIDE FOR HOUSE FLOOR CONSIDERATION OF H CON RES 93, FISCAL 1988 BUDGET RESOLUTION, THE CONCURRENT RESOLUTION TO SET FISCAL 1988 BUDGET TOTALS."
100,House,46,1987-04-09,,,28,396,0.49,0.164,-0.267,-0.335,-55.271,,,,,"TO AMEND IN THE NATURE OF A SUBSTITUTE H CON RES 93, FISCAL 1988 BUDGET RESOLUTION, TO SET FISCAL 1988 BUDGET TOTALS: NEW BUDGET AUTHORITY AT $1.142 TRILLION; OUTLAYS AT $1.024 TRILLION; REVENUES AT $916.6 BILLION; DEFICIT AT $107.8 BILLION."
100,House,47,1987-04-09,,,47,371,0.447,-0.002,-0.279,-0.188,-68.43,,,,,"TO AMEND IN THE NATURE OF A SUBSTITUTE H CON RES 93, FISCAL 1988 BUDGET RESOLUTION, TO SET FISCAL 1988 BUDGET TOTALS: NEW BUDGET AUTHORITY AT $1.135 TRILLION; OUTLAYS AT $1.027 TRILLION; REVENUES AT $919.4 BILLION; DEFICIT AT $108 BILLION. THE AMENDMENT SOUGHT DOMESTIC SPENDING REDUCTIONS OF $26.2 BILLION AND REFINANCING OF THE NATIONAL DEBT WITH GOLD-BACKED BONDS."
100,House,48,1987-04-09,,,56,362,-0.46,0.008,0.348,0.032,-75.243,,,,,"TO AMEND IN THE NATURE OF A SUBSTITUTE H CON RES 93, FISCAL 1988 BUDGET RESOLUTION,  TO SET FISCAL 1988 BUDGET TOTALS: NEW BUDGET AUTHORITY AT $1.179 TRILLION; REVENUES AT $989 BILLION; DEFICIT AT $105.7 BILLION. THE AMENDMENT SOUGHT DOMESTIC SPENDING INCREASES OF $35 BILLION AND REVENUE INCREASES OF $64 BILLION."
100,House,49,1987-04-09,,,233,197,-0.071,-0.058,0.315,-0.292,-55.321,,,,,"TO AMEND IN THE NATURE OF A SUBSTITUTE H CON RES 93, FISCAL 1988 BUDGET RESOLUTION, TO SET FISCAL 1988 BUDGET TOTALS: NEW BUDGET AUTHORITY AT $1.142 TRILLION; OUTLAYS AT $1.039 TRILLION; REVENUES AT $930.9 BILLION; DEFICIT AT $107.6 BILLION. THE AMENDMENT SOUGHT $17.5 BILLION IN SPENDING CUTS AND $18 BILLION IN LEGISLATIVE REVENUE INCREASES."
100,House,50,1987-04-22,,,295,86,0.327,-0.213,0.191,-0.475,-99.656,,,,,"TO APPROVE THE HOUSE JOURNAL OF TUESDAY, APRIL 21."
100,House,51,1987-04-23,,,304,91,0.395,-0.072,0.209,-0.568,-102.729,,,,,"TO APPROVE THE HOUSE JOURNAL OF WEDNESDAY, APRIL 22."
100,House,52,1987-04-23,,,223,192,-0.059,-0.011,0.239,-0.177,-79.396,,,,,"TO ADOPT H RES 148, THE RULE WAIVING POINTS OF ORDER AGAINST HR 1827, FISCAL 1987 SUPPLEMENTAL APPROPRIATIONS, REGARDING AUTHORIZATION TO EXCEED SPENDING CEILINGS FOR THE FISCAL YEAR AS ESTABLISHED IN THE 1974 CONGRESSIONAL BUDGET AND IMPOUNDMENT CONTROL ACT."
100,House,53,1987-04-23,,,151,261,0.13,-0.007,-0.31,0.154,-45.669,,,,,"TO MOTION TO INSTRUCT THE COMMITTEE OF THE WHOLE TO REPORT HR 1827, FISCAL 1987 SUPPLEMENTAL APPROPRIATIONS, BACK TO THE HOUSE WITH THE RECOMMENDATION THAT THE ENACTING CLAUSE BE STRICKEN."
100,House,54,1987-04-23,,,101,311,0.214,-0.509,-0.186,0.284,-108.963,,,,,"TO AMEND HR 1827, FISCAL 1987 SUPPLEMENTAL APPROPRIATIONS, TO PROHIBIT THE USE OF FUNDS FROM THE ARMY CORPS OF ENGINEERS FOR PREVIOUSLY FUNDED WATER PROJECTS WHICH THE ADMINISTRATION INDICATED A DESIRE TO ELIMINATE."
100,House,55,1987-04-23,,,76,333,0.263,-0.574,-0.214,0.37,-98.325,,,,,"TO AMEND HR 1827, FISCAL 1987 SUPPLEMENTAL APPROPRIATIONS, TO ELIMINATE FUNDING FOR MAINTENANCE AND OPERATION COSTS OF THE ARMY CORPS OF ENGINEERS."
100,House,56,1987-04-23,,,210,195,-0.109,0.06,-0.219,-0.2,-108.614,,,,,"TO AMEND HR 1827, FISCAL 1987 SUPPLEMENTAL APPROPRIATIONS, TO ELIMINATE APPROPRIATIONS FOR FOREIGN ASSISTANCE  AND RELATED PROGRAMS. THE WALKER AMENDMENT WAS ADOPTED AGAIN LATER 204-184."
100,House,57,1987-04-23,,,134,255,0.165,-0.084,-0.167,0.093,-116.237,,,,,"TO AMEND HR 1827, FISCAL 1987 SUPPLEMENTAL APPROPRIATIONS, TO ELIMINATE HIGHWAY TRUST FUND TRANSFERS FOR THE BALTIMORE-WASHINGTON PARKWAY AND HIGHWAY SAFETY DEMONSTRATION AND DEVELOPMENT PROJECTS."
100,House,58,1987-04-23,,,145,240,0.102,0.013,-0.194,-0.094,-106.843,,,,,"TO AMEND HR 1827, FISCAL 1987 SUPPLEMENTAL APPROPRIATIONS, TO STRIKE LANGUAGE PROHIBITING THE USE OF DEPARTMENT OF TRANSPORTATION FUNDS TO ESTABLISH AN ADVISORY COMMISSION TO STUDY THE SALE OF AMTRAK."
100,House,59,1987-04-23,,,146,243,0.099,0.017,-0.193,-0.202,-117.219,,,,,"TO AMEND HR 1827, FISCAL 1987 SUPPLEMENTAL APPROPRIATIONS, TO STRIKE LANGUAGE PROHIBITING THE DRUG TESTING OF FEDERAL EMPLOYEES AS REQUIRED BY EXECUTIVE ORDER 12564."
100,House,60,1987-04-23,,,264,124,-0.47,0.883,-0.099,-0.045,-218.567,,,,,"TO AMEND HR 1827, FISCAL 1987 SUPPLEMENTAL APPROPRIATIONS, TO REDUCE DISCRETIONARY BUDGET AUTHORITY BY 21 PERCENT TO STAY WITHIN THE CEILING OF TOTAL APPROPRIATIONS SET BY THE 1987 BUDGET RESOLUTION."
100,House,61,1987-04-23,,,97,288,0.378,0.613,0.013,-0.379,-181.948,,,,,"TO AMEND HR 1827, FISCAL 1987 SUPPLEMENTAL APPROPRIATIONS, TO EARMARK $2.8 MILLION IN PREVIOUSLY APPROPRIATED FUNDS FOR RESEARCH ACTIVITIES AND GENERAL SCIENCE TO THE TEXAS ACCELERATOR CENTER."
100,House,62,1987-04-23,,,205,185,-0.085,-0.076,-0.233,-0.247,-99.505,,,,,"TO AMEND HR 1827, FISCAL 1987 SUPPLEMENTAL APPROPRIATIONS, TO STRIKE PROVISIONS FOR FOREIGN ASSISTANCE AND RELATED PROGRAMS."
100,House,63,1987-04-23,,,212,183,-0.014,-0.039,0.212,0.128,-104.31,,,,,"TO PASS HR 1827, FISCAL 1987 SUPPLEMENTAL APPROPRIATIONS, A BILL TO APPROPRIATE $9 BILLION IN SUPPLEMENTAL FUNDS FOR THE FISCAL YEAR 1987."
100,House,64,1987-04-28,,,328,84,0.369,0.028,0.275,-0.208,-85.142,,,,,"TO ADOPT H RES 151, THE RULE TO PROVIDE FOR HOUSE FLOOR CONSIDERATION OF HR 3, TRADE BILL, A BILL TO INCREASE THE COMPETITIVENESS OF U.S. INDUSTRY."
100,House,65,1987-04-29,,,299,85,0.387,-0.082,0.218,-0.546,-92.891,,,,,"TO APPROVE THE HOUSE JOURNAL OF TUESDAY, APRIL 28."
100,House,66,1987-04-29,,,400,19,0.613,-0.06,0.253,-0.161,-53.326,,,,,"TO AMEND HR 3, TRADE BILL, TO INCLUDE IN THE LIST OF PRINCIPAL NEGOTIATING OBJECTIVES UNDER THE GENERAL AGREEMENT ON TARIFFS AND TRADE THAT MOST-FAVORED-NATION STATUS BE EXTENDED ONLY TO COUNTRIES THAT MAINTAIN EQUALLY OPEN MARKETS."
100,House,67,1987-04-29,,,396,28,-0.564,-0.109,-0.319,-0.262,-49.159,,,,,"TO AMEND HR 3, TRADE BILL, TO REQUIRE ACTION FROM THE U.S. TRADE REPRESENTATIVE ON IMPROVING ENFORCEMENT OF FEDERAL PROHIBITIONS ON IMPORTS FROM CUBA."
100,House,68,1987-04-29,,,218,215,0.1,0.995,0.155,-0.134,-177.646,,,,,"TO AMEND HR 3, TRADE BILL, TO REQUIRE NEGOTIATION AND IF NECESSARY, ACTION TO REDUCE TRADE SURPLUS WITH A COUNTRY BY 10 PERCENT PER YEAR IF THAT COUNTRY DOES NOT ALTER ITS UNFAIR TRADE PRACTICES AFTER ONE YEAR."
100,House,69,1987-04-29,,,188,239,-0.021,-0.28,-0.274,0.087,-64.455,,,,,"TO AMEND HR 3, TRADE BILL, TO ELIMINATE PROVISIONS TO ESTABLISH A MULTILATERAL INSTITUTION TO REFINANCE THIRD WORLD DEBT, TO CREATE A COUNCIL ON INDUSTRIAL COMPETITIVENESS AND TO ESTABLISH A COMPETITIVE DOLLAR EXCHANGE RATE."
100,House,70,1987-04-30,,,291,96,0.333,-0.117,0.209,-0.415,-97.262,,,,,"TO APPROVE THE HOUSE JOURNAL OF WEDNESDAY, APRIL 29."
100,House,71,1987-04-30,,,190,232,0.029,0.05,-0.152,0.229,-128.441,,,,,"TO AMEND HR 3, TRADE BILL, TO GRANT THE SECRETARY OF COMMERCE AUTHORITY TO EXEMPT CERTAIN FOREIGN INVESTORS FROM DISCLOSURE RULES."
100,House,72,1987-04-30,,,235,185,-0.223,0.25,-0.107,-0.137,-215.93,,,,,"TO AMEND HR 3, TRADE BILL, TO SUSPEND MOST-FAVORED-NATION STATUS FOR ROMANIA."
100,House,73,1987-04-30,,,158,271,0.164,0.219,-0.268,0.179,-62.728,,,,,"TO AMEND IN THE NATURE OF A SUBSTITUTE HR 3, TRADE BILL, TO ELIMINATE PROVISIONS ON EXCESS TRADE SURPLUS COUNTRIES, FOREIGN INVESTMENT REGISTRATION, BANKING AND BUY-AMERICA PROVISIONS."
100,House,74,1987-04-30,,,292,141,0.285,0.773,0.226,-0.133,-109.33,,,,,"TO PASS HR 3, TRADE BILL, A BILL TO IMPROVE THE COMPETITIVENESS OF U.S. INDUSTRY IN INTERNATIONAL TRADE."
100,House,75,1987-04-30,,,323,85,0.367,-0.131,0.268,-0.38,-91.391,,,,,"TO ADOPT H RES 152 TO PROVIDE FOR HOUSE FLOOR CONSIDERATION OF HR 1748, DEFENSE AUTHORIZATION, A BILL TO ESTABLISH DEFENSE FUNDING LEVELS FOR FISCAL 1988."
100,House,76,1987-05-05,,,395,5,0.0,0.0,0.0,0.0,0.0,,,,,"TO SUSPEND THE RULES AND PASS HR 28, THE FUNDS AVAILABILITY ACT, A BILL TO LIMIT THE TIME THAT BANKS MAY RESTRICT CUSTOMERS' ACCESS TO CHECK DEPOSITS."
100,House,77,1987-05-05,,,250,173,-0.04,0.463,0.262,0.257,-92.699,,,,,"TO AMEND IN THE NATURE OF A SUBSTITUTE HR 1748, DEFENSE AUTHORIZATION, TO REDUCE THE TOTAL FISCAL 1988 DEFENSE BUDGET AUTHORITY TO $288 BILLION."
100,House,78,1987-05-05,,,155,258,-0.634,-0.235,0.022,0.203,-264.047,,,,,"TO AMEND HR 27, FSLIC RESCUE, TO INCREASE THE BILL'S BORROWING AUTHORITY TO COVER DEFAULTS OF SAVINGS AND LOAN INSTITUTIONS INSURED BY THE FSLIC BY $10 BILLION TO $15 BILLION."
100,House,79,1987-05-05,,,18,393,-0.818,0.497,0.211,0.115,-76.089,,,,,"TO AMEND HR 27, FSLIC RESCUE, TO LIMIT THE INVESTMENTS BY THE FSLIC INSURED THRIFT INSTITUTIONS IN REAL ESTATE OR OTHER HOLDINGS."
100,House,80,1987-05-05,,,403,7,0.0,0.0,0.0,0.0,0.0,,,,,"TO PASS HR 27, FSLIC RESCUE, A BILL TO PROVIDE $5 BILLION IN ADDITIONAL FINANCIAL RESOURCES OVER 2 YEARS TO RECAPITALIZE THE FEDERAL SAVINGS AND LOAN INSURANCE CORPORATION."
100,House,81,1987-05-06,,,303,109,0.264,-0.268,0.236,-0.242,-93.299,,,,,"TO ADOPT H RES 156, THE RULE TO PROVIDE FOR FURTHER CONSIDERATION OF HR 1748, DEFENSE AUTHORIZATION, A BILL TO SET FUNDING LEVELS FOR DEFENSE IN FISCAL 1988."
100,House,82,1987-05-06,,,176,243,-0.017,0.334,-0.234,-0.209,-99.872,,,,,"TO AMEND HR 1748, DEFENSE AUTHORIZATION, TO INCREASE TO $302 BILLION THE TOTAL AUTHORIZATION LEVEL FOR DEFENSE BUDGET AUTHORITY IN FISCAL 1988."
100,House,83,1987-05-06,,,246,183,0.031,-0.022,0.297,0.336,-81.099,,,,,"TO AMEND HR 1748, DEFENSE AUTHORIZATION, TO PROHIBIT THE USE OF 1988 FUNDS FOR WEAPONS WHICH VIOLATE SALT II UNLESS THE PRESIDENT CAN VERIFY THAT THE SOVIET UNION HAS EXCEEDED SALT II LIMITS."
