congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
97,House,41,1981-05-19,,,386,5,0.0,0.0,0.0,0.0,0.0,S730,,,,"TO SUSPEND THE RULES AND PASS S. 730, TO ENSURE NECESSARY FUNDS FOR THE IMPLEMENTATION OF THE FEDERAL CROP INSURANCE ACT OF 1980. (MOTION AGREED TO)"
97,House,42,1981-05-19,,,334,65,-0.057,0.991,0.094,0.347,-141.245,HR2098,,,,TO SUSPEND THE RULES AND PASS H.R. 2098 TO AMEND THE INSPECTOR GENERAL ACT OF 1978 TO ESTABLISH OFFICES OF INSPECTOR GENERAL IN CERTAIN DEPARTMENTS AND AGENCIES. (MOTION AGREED TO)
97,House,43,1981-05-19,,,165,231,-0.159,0.001,0.126,0.005,-177.507,HR2979,,,,"TO SUSPEND THE RULES AND PASS H.R. 2979, TO EXTEND THE AUTHORIZATION OF APPROPRIATIONS FOR THE NATIONAL HISTORICAL PUBLICATIONS AND RECORDS COMMISSION FOR FISCAL YEARS 1982 AND 1983. (MOTION FAILED)"
97,House,44,1981-05-20,,,250,162,-0.362,0.932,-0.251,-0.268,-116.083,HCR115,,,,"TO AGREE TO THE CONFERENCE REPORT ON H. CON. RES. 115, REVISING THE CONGRESSIONAL BUDGET FOR THE UNITED STATES GOVERNMENT FOR THE FISCAL YEAR 1981 AND SETTING FORTH THE CONGRESSIONAL BUDGET FOR THE UNITED STATES GOVERNMENT FOR THE FISCAL YEARS 1982, 1983, 1984. (MOTION AGREED TO)"
97,House,45,1981-05-28,,,280,8,-0.883,0.448,-0.246,-0.166,-36.821,,,,,"TO APPROVE THE HOUSE JOURNAL OF WEDNESDAY, MAY 27,1981. (MOTION AGREED TO)"
97,House,46,1981-05-28,,,325,3,0.0,0.0,0.0,0.0,0.0,HR3520,,,,"TO SUSPEND THE RULES AND PASS H.R. 3520, A BILL TO GRANT THE STEEL INDUSTRY  A THREE-YEAR EXTENSION OF THE 1982 DEADLINE FOR MEETING NATIONAL CLEAN AIR STANDARDS. (MOTION AGREED TO)"
97,House,47,1981-06-02,,,392,1,0.0,0.0,0.0,0.0,0.0,HR3499,,,,"TO SUSPEND THE RULES AND PASS H.R. 3499, WHICH PROVIDES MEDICAL COVERAGE TO VIETNAM VETERANS EXPOSED TO THE HERBICIDE AGENT ORANGE, TO CONTINUE READJUSTMENT COUNSELING CENTERS FOR VIETNAM VETERANS AND TO SET MINIMUM REQUIREMENTS FOR THE NUMBER OF HOSPITAL AND NURSING HOME BEDS THE VETERANS ADMINISTRATION MUST MAINTAIN.  (MOTION AGREED TO)"
97,House,48,1981-06-02,,,386,9,0.0,0.0,0.0,0.0,0.0,HR2136,,,,"TO SUSPEND THE RULES AND PASS H.R. 2136 WHICH REQUIRES CONGRESSIONAL APPROVAL OF NATIONAL CEMETERY CONSTRUCTION, ALTERATION AND ACQUISITION (MOTION AGREED TO)"
97,House,49,1981-06-02,,,312,84,0.281,0.081,0.253,0.416,-97.46,HR3337,,,,TO SUSPEND THE RULES AND PASS H.R. 3337 WHICH EXTENDS THE AUTHORIZATION FOR YOUTH EMPLOYMENT AND DEMONSTRATION PROGRAMS. (MOTION AGREED TO)
97,House,50,1981-06-02,,,396,3,0.0,0.0,0.0,0.0,0.0,HR1100,,,,TO SUSPEND THE RULES AND PASS H.R. 1100 WHICH EXPANDS ELIGIBILITY OF FORMER PRISONERS OF WAR FOR CERTAIN HEALTHCARE BENEFITS PROVIDED BY THE VETERANS ADMINISTRATION. (MOTION AGREED TO)
97,House,51,1981-06-02,,,354,42,0.499,-0.039,0.199,-0.079,-87.94,HR3423,,,,"TO SUSPEND THE RULES AND PASS H.R. 3423 WHICH PROVIDES VOCATIONAL EDUCATION AN TRAINING OPPORTUNITIES FOR CERTAIN VIETNAM-ERA VETERANS, AND ESTABLISHES A SMALL BUSINESS LOAN PROGRAM FOR VIETNAM-ERA VETERANS. (MOTION AGREED TO"
97,House,52,1981-06-02,,,400,0,0.0,0.0,0.0,0.0,0.0,HR2039,,,,TO SUSPEND THE RULES AND PASS H.R. 2039 WHICH AUTHORIZES THE ADMINISTRATOR OF VETERANS' AFFAIRS TO GUARANTEE HOME LOANS WITH PROVISIONS FOR VARIABLE-PAYMENT PLANS. (MOTION AGREED TO)
97,House,53,1981-06-02,,,393,0,0.0,0.0,0.0,0.0,0.0,HCR76,,,,TO SUSPEND THE RULES AND PASS  H. CON. RES. 76 WHICH EXPRESSES THE SENSE OF THE CONGRESS THAT THE SECRETARY OF THE ARMY SHOULD PLACE A PLAQUE IN ARLINGTON NATIONAL CEMETERY HONORING THE UNITED STATES ARMED FORCES WHO DIED IN IRAN. (MOTION AGREED TO)
97,House,54,1981-06-04,,,203,185,-0.116,-0.139,-0.228,0.09,-92.02,HR3512,,,,"TO CONCUR IN THE SENATE AMENDMENT TO H.R. 3512, WHICH PROHIBITS REDUCTION OF FULL-TIME STAFF POSITIONS AT THE NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION BELOW 12,580, WITH AN AMENDMENT PROVIDING THAT THE COMMERCE DEPARTMENT NEED NOT COMPLY WITH THE PROVISION. (MOTION AGREED TO)"
97,House,55,1981-06-04,,,176,210,-0.125,0.157,0.196,0.256,-113.471,HR3455,,,,"TO AMEND H.R. 3455, FISCAL 1982 MILITARY CONSTRUCTION AUTHORIZATIONS, BY DELET $29.7 MILLION FOR LAND ACQUISITION AT FORT CARSON, COLORADO. (MOTION FAILED)"
97,House,56,1981-06-04,,,135,222,-0.272,0.097,0.215,0.868,-98.633,HR3455,,,,"TO AMEND H.R. 3455, FISCAL 1982 MILITARY CONSTRUCTION AUTHORIZATIONS, BY REPEA THE AUTHORIZATION FOR CONSTRUCTION OF BINARY NERVE GAS PRODUCTION FACILITIES AT PINE BLUFF ARSENAL, ARKANSAS. (MOTION FAILED)"
97,House,57,1981-06-04,,,313,36,-0.628,-0.008,-0.283,-0.75,-50.973,HR3455,,,,"TO PASS H.R. 3455, FISCAL 1982 MILITARY CONSTRUCTION AUTHORIZATIONS. (MOTION AGREED TO)"
97,House,58,1981-06-09,,,345,7,0.0,0.0,0.0,0.0,0.0,,,,,"TO APPROVE THE HOUSE JOURNAL OF MONDAY JUNE 8, 1981. (MOTION AGREED TO)"
97,House,59,1981-06-09,,,370,12,0.749,-0.276,0.234,0.188,-42.536,HR3240,,,,"TO SUSPEND THE RULES AND PASS H.R. 3240, TO AUTHORIZE APPROPRIATIONS FOR FISCAL YEAR 1982 FOR THE ADMINISTRATION OF THE NATIONAL TELECOMMUNICATIONS AND INFORMATION ADMINISTRATION. (MOTION AGREED TO)"
97,House,60,1981-06-09,,,361,21,0.627,-0.454,0.184,-0.069,-68.198,HR3239,,,,"TO SUSPEND THE RULES AND PASS H.R. 3239, FEDERAL COMMUNICATIONS COMMISSION AUTHORIZATION. (MOTION AGREED TO)."
97,House,61,1981-06-09,,,358,1,0.0,0.0,0.0,0.0,0.0,HR3462,,,,"TO RESOLVE INTO  THE COMMITTEE OF THE WHOLE TO CONSIDER H.R. 3462, TO AUTHORIZE JUSTICE DEPARTMENT PROGRAMS FOR FISCAL 1982. (MOTION AGREED TO)"
97,House,62,1981-06-09,,,268,124,-0.108,-0.324,-0.146,-0.583,-125.545,HR3462,,,,"TO AMEND H.R. 3462, FISCAL 1982 DEPARTMENT OF JUSTICE AUTHORIZATION, BY PROHIBITING THE USE OF FUNDS FOR ANY ACTION TO REQUIRE DIRECTLY THE TRANSPORTATION OF STUDENTS TO A SCHOOL OTHER THAN THAT NEAREST THE STUDENT'S HOME. (MOTION AGREED TO)"
97,House,63,1981-06-09,,,354,43,0.661,0.653,0.168,-0.063,-112.634,HR3462,,,,"TO PASS H.R. 3462, TO AUTHORIZE APPROPRIATIONS TO CARRY OUT THE ACTIVITIES OF THE DEPARTMENT OF JUSTICE FOR FISCAL 1982. (MOTION AGREED TO)"
97,House,64,1981-06-11,,,342,13,0.328,-0.945,0.049,-0.651,-42.336,,,,,"TO APPROVE THE HOUSE JOURNAL OF WEDNESDAY JUNE 10, 1981. (MOTION AGREED TO) C THE HOUSE JOURNAL THE HOUSE JOURNAL"
97,House,65,1981-06-11,,,303,88,0.319,-0.163,0.216,0.093,-106.063,HR3413,,,,"TO AGREE TO H. RES. 148, PROVIDING FOR THE CONSIDERATION OF H.R. 3480, TO AMEND THE LEGAL SERVICES CORPORATION ACT TO PROVIDE AUTHORIZATION OF APPROPRIATIONS FOR ADDITIONAL YEARS. (MOTION AGREED TO)"
97,House,66,1981-06-11,,,90,295,-0.343,-0.172,0.176,0.621,-96.125,HR3413,,,,"TO AMEND H.R. 3413, THE AUTHORIZATION OF APPROPRIATIONS FOR THE DEPARTMENT OF ENERGY, BY PROHIBITING THE USE OF FUNDS FOR PRODUCTION OR RESEARCH AND DEVELOPMENT OF ENHANCED NUCLEAR WEAPONS. (MOTION FAILED)"
97,House,67,1981-06-11,,,241,129,0.36,-0.87,0.126,0.104,-190.01,HR3413,,,,"TO AMEND H.R. 3413, FISCAL 1982 DEPARTMENT OF JUSTICE AUTHORIZATION, BY PROHIBITING THE OBLIGATION OR EXPENDITURE OF FUNDS FOR THE PURPOSE OF PREPARING ENVIROMENTAL IMPACT STATEMENTS NOT ALREADY IN THE PROCESS OF PREPARATION, UNLESS THE PREPARATION OF SUCH STATEMENTS IS REQUIRED BY STATUTE. (MOTION AGREED TO)"
97,House,68,1981-06-16,,,366,10,-0.622,-0.741,-0.125,-0.8,-40.811,,,,,"TO APPROVE THE HOUSE JOURNAL OF MONDAY, JUNE 15, 1981. (MOTION AGREED TO)"
97,House,69,1981-06-16,,,301,102,0.247,0.116,0.206,0.194,-114.06,HJR287,,,,"TO SUSPEND THE RULES AND PASS H.J. RES. 287, TO SUPPORT THE IMPLEMENTATION OF THE WORLD HEALTH ORGANIZATION VOLUNTARY CODE ON INFANT FORMULA. (MOTION AGREED TO)"
97,House,70,1981-06-16,,,398,1,0.0,0.0,0.0,0.0,0.0,HRES159,,,,"TO AGREE TO H.R. RES. 159, TO EXPRESS THE STRONG SUPPORT OF THE HOUSE OF REPRESENTATIVES FOR DIPLOMATIC EFFORTS TO RESOLVE THE CURRENT CRISIS IN LEBANON AND TO CONGRATULATE SPECIAL ENVOY PHILLIP C. HABIB ON HIS TIRELESS EFFORTS TO RESOLVE THAT CRISIS. (MOTION AGREED TO)"
97,House,71,1981-06-16,,,157,251,-0.156,-0.062,0.274,0.529,-87.955,HR3480,,,,"TO AMEND H.R. 3480, THE AUTHORIZATION OF THE LEGAL SERVICES CORPORATION FOR FISCAL 1982,AND 1983, BY REQUIRING THE CORPORATION TO ENSURE  THAT THE MAJORITY OF THE GOVERNING BODIES OF RECIPIENT ORGANIZATIONS BE APPOINTED BY LOCAL BAR ASSOCIATIONS. (MOTION FAILED)"
97,House,72,1981-06-16,,,152,251,0.115,0.046,-0.234,-0.184,-102.091,HR3480,,,,"TO AMEND H.R. 3480, BY ELIMINATING THE REASONABLE NOTICE AND HEARING REQUIREMENTS BEFORE TERMINATING OR SUSPENSION OF SERVICES. (MOTION FAILED)"
97,House,73,1981-06-17,,,389,9,0.0,0.0,0.0,0.0,0.0,HR3480,,,,"TO RESOLVE INTO COMMITTEE OF THE WHOLE FOR FURTHER CONSIDERATION OF H.R.3480, THE LEGAL SERVICES CORPORATION ACT. (MOTION AGREED TO)"
97,House,74,1981-06-17,,,275,146,-0.234,0.045,-0.302,-0.308,-83.972,HR3480,,,,"TO AMEND H.R. 3480 BY PROHIBITING THE USE OF FUNDS TO INFLUENCE ANY DECISION BY A FEDERAL, STATE, OR LOCAL AGENCY EXCEPT WHERE THEY PERTAIN TO THE CLIENT'S LEGAL RIGHTS AND RESPONSIBILITIES, OR TO INFLUENCE ANY ELECTED OFFICIAL ON LEGISLATION EXCEPT TO PERMIT REQUESTED COMMUNICATIONS PERTAINING TO THE AUTHORIZATION, APPROPRIATION, OR OVERSIGHT OF THE PROGRAM. (MOTION AGREED TO)"
97,House,75,1981-06-17,,,241,168,-0.124,-0.02,-0.271,-0.663,-91.986,HR3480,,,,"TO AMEND H.R. 3480, BY PROHIBITING THE LEGAL SERVICES CORPORATION FROM BRINGING CLASS ACTION SUITS AGAINST FEDERAL, STATE, OR LOCAL GOVERNMENTS UNDER ANY CIRCUMSTANCES. (MOTION AGREED TO)"
97,House,76,1981-06-18,,,156,250,-0.228,0.052,0.195,0.775,-115.533,HR3480,,,,"TO AMEND THE MCDONALD AMENDMENT TO H.R. 3480 BY PROHIBITING THE USE OF FUNDS TO PROMOTE THE LEGALIZATION OF HOMOSEXUALITY, OR TO PROMULGATE OR ENFORCE LEGAL SERVICE CORPORATION PROPOSED RULES RELATING TO HOMOSEXUALITY WHICH APPEARED IN THE MAR. 23, 1981 FEDERAL REGISTER, OR ANY SIMILAR RULES. SEE R.C. 85 (MOTION FAILED)"
97,House,77,1981-06-18,,,281,124,-0.454,0.23,-0.196,-0.658,-130.684,HR3480,,,,"TO AMEND H.R. 3480, BY  PROHIBITING THE USE OF FUNDS TO PROMOTE, DEFEND, OR PROTECT HOMOSEXUALITY, OR PROMULGATE OR ENFORCE LEGAL SERVICE CORPORATION PROPOSED RULES RELATING TO HOMOSEXUALITY WHICH APPEARED IN THE MAR. 23, 1981 FEDERAL REGISTER, OR ANY SIMILAR RULES. (MOTION AGREED TO)"
97,House,78,1981-06-18,,,164,246,0.184,-0.295,-0.125,-0.177,-189.737,HR3480,,,,TO AMEND H.R. 3480 BY PROHIBITING THE PROVISION OF LEGAL ADVICE RESPECTING A CLIENT'S RIGHTS AND RESPONSIBILITIES REGARDING ABORTION. (MOTION FAILED)
